# x y rho rho*u rho*v rho*E
    0.298766   -0.0621854      1.29839     0.938987  -0.00171356       5.6654
    0.285128    -0.062132      1.30077     0.940285  -0.00767407      5.68458
    0.271803   -0.0619935       1.3035       0.9413   -0.0138642      5.70635
    0.258838   -0.0617719       1.3066     0.941923   -0.0202794      5.73089
    0.246225   -0.0614689      1.31009     0.942056   -0.0269067       5.7583
    0.233963   -0.0610864      1.31398     0.941621   -0.0337317      5.78864
    0.222095   -0.0606285      1.31824     0.940558   -0.0407385      5.82185
    0.210581   -0.0600963      1.32282     0.938844   -0.0479164      5.85754
     0.19944    -0.059494      1.32765     0.936487   -0.0552691      5.89525
      0.1887    -0.058838      1.33267     0.933519   -0.0627876      5.93461
    0.178325   -0.0581179      1.33783     0.929979   -0.0704655      5.97526
    0.168316   -0.0573375      1.34312     0.925897   -0.0783139      6.01712
    0.158689   -0.0565017       1.3486     0.921291   -0.0863274      6.06056
    0.149451   -0.0556156      1.35439      0.91615   -0.0944757      6.10627
    0.140571   -0.0546803      1.36057     0.910466    -0.102744      6.15465
    0.132041   -0.0536991      1.36715     0.904249     -0.11114      6.20573
    0.123867   -0.0526767      1.37413     0.897514    -0.119673      6.25951
    0.116044   -0.0516171      1.38154      0.89027    -0.128344      6.31616
    0.108569   -0.0505242      1.38947     0.882504    -0.137119      6.37622
    0.101432   -0.0494011      1.39798     0.874195    -0.145903      6.44021
   0.0946332   -0.0481823      1.40702     0.865278    -0.154708      6.50784
   0.0881527   -0.0469146      1.41648     0.855721    -0.163626      6.57855
   0.0819778   -0.0456255      1.42636     0.845554    -0.172659      6.65224
   0.0761027   -0.0443184      1.43665     0.834796    -0.181793      6.72893
   0.0705179   -0.0429956      1.44733     0.823444     -0.19104      6.80832
   0.0652151   -0.0416596      1.45835     0.811505    -0.200431      6.89017
   0.0601843   -0.0403121      1.46977      0.79897    -0.209971      6.97472
   0.0554156   -0.0389549       1.4817     0.785792    -0.219633      7.06263
   0.0509001   -0.0375896      1.49423     0.771885     -0.22938      7.15463
   0.0466273   -0.0362171      1.50742     0.757151     -0.23919      7.25101
    0.042587   -0.0348381      1.52125     0.741497    -0.249058      7.35173
   0.0387704   -0.0334532      1.53569     0.724825    -0.258988      7.45668
   0.0351764    -0.032066      1.55086     0.706984    -0.268908      7.56674
   0.0317973   -0.0306776       1.5671     0.687721    -0.278643      7.68439
   0.0286253   -0.0292889      1.58484     0.667003    -0.287978      7.81299
    0.025651   -0.0278997      1.60375     0.644623    -0.296929      7.95069
   0.0228653   -0.0265095      1.62375     0.620531    -0.305508       8.0971
   0.0202554   -0.0251152      1.64527     0.594649    -0.313433      8.25505
   0.0178113   -0.0237137       1.6683     0.566793    -0.320476      8.42477
   0.0155383   -0.0223101       1.6926     0.536861    -0.326354      8.60486
   0.0134419   -0.0209121      1.71791     0.504928    -0.330843      8.79361
   0.0115116   -0.0195174      1.74421     0.471038    -0.333624      8.99102
  0.00973556   -0.0181215      1.77131     0.435156    -0.334571      9.19559
   0.0081031   -0.0167178      1.79927     0.397241    -0.333422      9.40777
   0.0066153   -0.0153079      1.82835     0.357136    -0.330022      9.62896
  0.00528875   -0.0139127      1.86275     0.313848    -0.322998      9.89002
   0.0041015   -0.0125165      1.91687     0.262348     -0.30734      10.2988
   0.0021608  -0.00976154      1.98001     0.199162    -0.277824      10.7789
 0.000770689  -0.00708761      2.03232      0.13395    -0.229576      11.1796
-0.000123603  -0.00452511      2.06897    0.0810794    -0.162813      11.4599
-0.000582446  -0.00215245      2.08448     0.047597    -0.085324      11.5772
     -0.0007 -1.47074e-08       2.0869    0.0361295  -0.00292697      11.5935
-0.000582493   0.00215323      2.08383    0.0466348    0.0794023      11.5667
-0.000123862   0.00452725      2.06827     0.079381     0.156769      11.4427
 0.000766658   0.00708031      2.03323     0.132546     0.224403      11.1673
  0.00216737   0.00977298      1.98099     0.198973     0.275497      10.7615
  0.00409561    0.0125114      1.91649      0.26373     0.307915      10.2693
  0.00529628    0.0139232       1.8621     0.316426     0.324788      9.85889
  0.00663089    0.0153241        1.827     0.360173     0.332537      9.59377
  0.00810028    0.0167153       1.7978      0.40018     0.336186      9.37328
  0.00972382    0.0181129      1.77048     0.438132     0.337176      9.16759
   0.0115116    0.0195191      1.74358     0.474287     0.336089      8.96628
   0.0134592    0.0209253      1.71723      0.50842     0.333089      8.77045
   0.0155623    0.0223259      1.69189     0.540344      0.32846      8.58332
   0.0178188    0.0237181      1.66795      0.57001     0.322413      8.40757
   0.0202437    0.0251091      1.64559     0.597602      0.31518      8.24408
   0.0228561    0.0265056      1.62471     0.623291     0.306984      8.09188
