# x y rho rho*u rho*v rho*E
    0.610605   -0.0439011      1.26167     0.915593    0.0765006      5.40957
    0.594873   -0.0452147      1.26044     0.916633    0.0742141      5.40308
    0.578982   -0.0464992      1.25933     0.917803    0.0718206      5.39735
    0.562971   -0.0477487      1.25834     0.919135    0.0693115      5.39257
    0.546862   -0.0489589      1.25751     0.920659    0.0666786      5.38887
    0.530684   -0.0501245      1.25685     0.922398     0.063912      5.38641
    0.514467   -0.0512406      1.25639     0.924362    0.0610012      5.38533
    0.498239   -0.0523027      1.25615     0.926548    0.0579342      5.38578
    0.482028    -0.053306      1.25615     0.928938    0.0546983      5.38791
    0.465866    -0.054246      1.25641     0.931498    0.0512813      5.39186
    0.449777   -0.0551189      1.25695     0.934181    0.0476716      5.39777
    0.433796   -0.0559202      1.25778     0.936924    0.0438582      5.40572
     0.41794    -0.056647      1.25891     0.939662     0.039832      5.41572
    0.402249   -0.0572957      1.26032     0.942326    0.0355859      5.42771
    0.386733    -0.057864      1.26199     0.944848    0.0311134      5.44158
    0.371432   -0.0583491      1.26389     0.947168    0.0264103      5.45722
    0.356354   -0.0587497      1.26601     0.949228    0.0214737      5.47448
    0.341537   -0.0590641       1.2683     0.950979     0.016304      5.49312
     0.32698   -0.0592918      1.27072     0.952388    0.0109001      5.51292
    0.312727   -0.0594321      1.27326     0.953425   0.00526406      5.53377
    0.298764   -0.0594854      1.27591      0.95406 -0.000597384      5.55568
    0.285143   -0.0594524      1.27871     0.954257  -0.00668029      5.57882
    0.271835    -0.059334      1.28169     0.953971   -0.0129772      5.60343
    0.258889    -0.059132      1.28489     0.953163   -0.0194812      5.62978
    0.246293   -0.0588482      1.28837     0.951795   -0.0261792      5.65811
     0.23405   -0.0584845      1.29215      0.94984   -0.0330585      5.68864
      0.2222   -0.0580448      1.29626     0.947282   -0.0401077      5.72149
    0.210706   -0.0575304      1.30068      0.94413    -0.047315      5.75648
    0.199585    -0.056945      1.30537     0.940414   -0.0546795      5.79332
    0.188865   -0.0562936      1.31029     0.936184   -0.0621935      5.83176
    0.178512   -0.0555776      1.31542     0.931491   -0.0698497      5.87151
    0.168525   -0.0548004      1.32072     0.926378   -0.0776553      5.91243
    0.158921   -0.0539673      1.32626     0.920877   -0.0856108      5.95485
    0.149706   -0.0530832      1.33214     0.914985   -0.0937013      5.99943
     0.14085   -0.0521491      1.33845     0.908688    -0.101918      6.04662
    0.132346   -0.0511686       1.3452     0.901978    -0.110264      6.09651
    0.124197   -0.0501463       1.3524     0.894854    -0.118744      6.14918
    0.116402   -0.0490862      1.36007     0.887311    -0.127357      6.20486
    0.108956   -0.0479923      1.36832     0.879324    -0.136083      6.26413
    0.101848   -0.0468679       1.3772     0.870859     -0.14486       6.3275
   0.0950675   -0.0457156      1.38665      0.86182    -0.153684      6.39472
   0.0886009   -0.0445376       1.3966     0.852149    -0.162609      6.46532
   0.0824392   -0.0433365      1.40701     0.841877    -0.171645      6.53922
   0.0765768   -0.0421156       1.4179     0.831026    -0.180788      6.61634
   0.0710042   -0.0408772      1.42921     0.819594    -0.190046       6.6964
    0.065713   -0.0396238      1.44092     0.807586    -0.199436      6.77921
   0.0606934   -0.0383573      1.45307     0.794987    -0.208963      6.86502
   0.0559355   -0.0370794      1.46576     0.781742    -0.218612      6.95445
   0.0514304   -0.0357918      1.47907     0.767756    -0.228359      7.04814
   0.0471676   -0.0344955      1.49302     0.752924     -0.23818      7.14633
   0.0431371   -0.0331911      1.50761     0.737147    -0.248064      7.24896
   0.0393302   -0.0318795       1.5228     0.720333    -0.257997      7.35595
   0.0357457   -0.0305641       1.5387     0.702355    -0.267917      7.46821
   0.0323759    -0.029246      1.55564     0.683023    -0.277685      7.58812
   0.0292132   -0.0279262      1.57395     0.662199    -0.287135       7.7183
   0.0262482   -0.0266046      1.59338     0.639709    -0.296219      7.85736
   0.0234718    -0.025281      1.61393     0.615505      -0.3049      8.00543
   0.0208714   -0.0239524      1.63596      0.58946    -0.312986      8.16501
   0.0184371    -0.022616      1.65948     0.561366    -0.320252      8.33638
   0.0161741    -0.021277      1.68424     0.531151    -0.326404      8.51801
   0.0140878   -0.0199426      1.70997     0.498894     -0.33116      8.70818
   0.0121676    -0.018611      1.73663      0.46465    -0.334229      8.90658
   0.0104019   -0.0172781      1.76403     0.428414    -0.335427       9.1119
  0.00877999   -0.0159379      1.79218     0.390203    -0.334497      9.32392
  0.00730267   -0.0145919      1.82122     0.350039    -0.331114      9.54354
  0.00598617   -0.0132604      1.85522     0.306956    -0.324036      9.80048
  0.00481744   -0.0119392      1.91027     0.254852    -0.308773      10.2151
  0.00288349  -0.00930328      1.97635     0.189505    -0.279784      10.7164
   0.0015016   -0.0067572      2.03131     0.121487    -0.231662      11.1371
 0.000605628  -0.00431673      2.06959    0.0663586    -0.164308      11.4299
 0.000135675  -0.00205463      2.08591     0.031721   -0.0854879       11.553
           0            0      2.08851    0.0200783  -0.00127545      11.5705
 0.000135645   0.00205549      2.08521     0.031243    0.0827506      11.5423
 0.000605419   0.00431899      2.06873    0.0654534     0.161224      11.4123
   0.0014974   0.00674994      2.03194     0.120855     0.229196      11.1246
  0.00289024   0.00931457      1.97713     0.189993     0.279541      10.7005
  0.00481145    0.0119343       1.9099     0.256785      0.31063      10.1887
   0.0059935    0.0132704      1.85469     0.310035     0.326685      9.77297
  0.00731802    0.0146072      1.82032     0.353608     0.334107      9.51392
  0.00877714    0.0159355      1.79162     0.393582     0.337474      9.29801
   0.0103903    0.0172701      1.76455     0.431611      0.33811      9.09522
   0.0121676    0.0186127      1.73776     0.467917     0.336548      8.89592
   0.0141048    0.0199552      1.71145     0.502209     0.333067      8.70155
   0.0161979     0.021292      1.68611     0.534244     0.327995      8.51569
   0.0184445    0.0226203      1.66215      0.56398     0.321601      8.34108
   0.0208599    0.0239467      1.63969     0.591599     0.314109      8.17837
   0.0234627    0.0252773      1.61862     0.617306     0.305737      8.02642
   0.0262532    0.0266079       1.5988     0.641262     0.296755      7.88411
   0.0292331    0.0279355      1.58009     0.663613     0.287396      7.75033
   0.0324057    0.0292585      1.56252     0.684563     0.277839      7.62515
   0.0357768    0.0305761      1.54603     0.704112     0.268138      7.50815
   0.0393533    0.0318878      1.53048     0.722365     0.258332       7.3982
   0.0431441    0.0331935      1.51545     0.739588     0.248561      7.29207
   0.0471643    0.0344945      1.50065     0.755932      0.23888      7.18782
   0.0514234    0.0357899      1.48612     0.771444     0.229271       7.0856
   0.0559282    0.0370777      1.47196     0.786117     0.219721      6.98615
   0.0606869    0.0383559      1.45831     0.799932     0.210218      6.89048
    0.065708    0.0396228       1.4453      0.81289     0.200757      6.79931
   0.0710005    0.0408766      1.43298     0.825014     0.191343      6.71302
   0.0765737    0.0421151      1.42138     0.836364     0.181989      6.63166
   0.0824372    0.0433362      1.41045     0.847026     0.172718       6.5548
   0.0886012    0.0445377      1.40008     0.857088     0.163557      6.48171
   0.0950763    0.0457172      1.39017     0.866581     0.154526      6.41167
    0.101874    0.0468722      1.38064     0.875479     0.145621      6.34433
    0.108996    0.0479985      1.37158     0.883811     0.136784      6.28019
    0.116447    0.0490926      1.36311     0.891636     0.128005      6.21988
    0.124234    0.0501512      1.35524     0.898966     0.119335      6.16332
    0.132368    0.0511714       1.3479     0.905821     0.110791      6.11015
    0.140859    0.0521502      1.34109     0.912216     0.102372      6.06021
    0.149725     0.053085      1.33478     0.918159    0.0940794       6.0134
    0.158968    0.0539717      1.32896     0.923663    0.0859197      5.96957
    0.168565    0.0548039      1.32355     0.928748    0.0779006      5.92835
    0.178531    0.0555791      1.31849     0.933433    0.0700301      5.88923
    0.188887    0.0562951       1.3137      0.93773    0.0623132      5.85179
    0.199635     0.056948      1.30913     0.941646    0.0547534      5.81578
    0.210738    0.0575321      1.30477     0.945164    0.0473567      5.78113
    0.222223    0.0580457      1.30061     0.948252    0.0401292      5.74786
    0.234102    0.0584863      1.29668     0.950879    0.0330731      5.71616
    0.246325    0.0588491      1.29299     0.953016    0.0261905      5.68622
    0.258924    0.0591327      1.28957      0.95465    0.0194908      5.65818
    0.271883    0.0593346       1.2864     0.955779    0.0129843      5.63204
    0.285171    0.0594526      1.28349     0.956409   0.00667752      5.60777
    0.298816    0.0594854      1.28082     0.956558  0.000581425      5.58532
    0.312761    0.0594319      1.27836      0.95625  -0.00529904      5.56454
    0.327031    0.0592911       1.2761     0.955514   -0.0109573      5.54527
    0.341575    0.0590634        1.274     0.954376   -0.0163849      5.52738
    0.356403    0.0587486      1.27205     0.952862   -0.0215788      5.51078
    0.371473     0.058348      1.27027     0.950999   -0.0265379       5.4955
    0.386781    0.0578623      1.26866     0.948825   -0.0312615       5.4816
     0.40229    0.0572941      1.26722     0.946394   -0.0357526       5.4691
    0.417988    0.0566449      1.26596     0.943768   -0.0400165      5.45799
    0.433837    0.0559182      1.26488     0.941025   -0.0440585      5.44825
    0.449823    0.0551164      1.26396     0.938242   -0.0478865       5.4398
    0.465908    0.0542437       1.2632     0.935492   -0.0515086      5.43259
    0.482073    0.0533033       1.2626     0.932839   -0.0549366      5.42656
    0.498282       0.0523      1.26214     0.930336   -0.0581826      5.42167
     0.51451    0.0512378      1.26182     0.928019   -0.0612574      5.41786
    0.530727    0.0501215      1.26164     0.925908   -0.0641739      5.41509
    0.546904    0.0489558       1.2616        0.924   -0.0669425      5.41333
    0.563011    0.0477457      1.26169     0.922281   -0.0695735       5.4126
    0.579024    0.0464958      1.26194     0.920721   -0.0720772      5.41292
    0.594908    0.0452117      1.26233     0.919294   -0.0744609      5.41431
    0.610649    0.0438975      1.26287     0.917966    -0.076732      5.41667
    0.626203    0.0425592      1.26353     0.916702   -0.0788972      5.41992
    0.641569    0.0411998      1.26431     0.915467   -0.0809633      5.42399
    0.656696    0.0398263      1.26521     0.914234   -0.0829354      5.42887
    0.671593    0.0384405       1.2662     0.912989    -0.084818      5.43438
    0.686209    0.0370496      1.26725     0.911716   -0.0866163      5.44033
    0.700559    0.0356544      1.26836     0.910392   -0.0883345      5.44664
    0.714587    0.0342626      1.26951        0.909   -0.0899786      5.45333
    0.728322    0.0328737      1.27072     0.907539   -0.0915538      5.46039
    0.741707    0.0314954      1.27196     0.906017   -0.0930661      5.46771
    0.754768    0.0301271      1.27322     0.904445   -0.0945183      5.47516
    0.767474     0.028774      1.27448     0.902834   -0.0959121      5.48265
    0.779812    0.0274393      1.27572     0.901187   -0.0972526      5.49005
    0.791807    0.0261221      1.27695     0.899494   -0.0985405       5.4974
    0.803406    0.0248301      1.27818     0.897741   -0.0997775      5.50481
    0.814655    0.0235596      1.27945     0.895909    -0.100965      5.51248
    0.825531    0.0223151       1.2808     0.893982    -0.102103       5.5206
    0.836007    0.0211011      1.28224     0.891941     -0.10319      5.52931
    0.846138    0.0199128      1.28382     0.889761    -0.104222      5.53889
    0.855899    0.0187545      1.28559     0.887412    -0.105197      5.54967
    0.865266    0.0176303      1.28761     0.884863    -0.106111      5.56197
     0.87429    0.0165355      1.28994     0.882069    -0.106958      5.57613
    0.882968    0.0154718      1.29266     0.878969    -0.107727      5.59266
    0.891282    0.0144426      1.29586     0.875488    -0.108404      5.61217
    0.899232    0.0134489      1.29966     0.871528    -0.108975      5.63537
     0.90687    0.0124855      1.30423     0.866955     -0.10943      5.66332
    0.914188    0.0115543      1.30977     0.861635    -0.109751      5.69725
    0.921177    0.0106573      1.31642     0.855472    -0.109919      5.73811
    0.927834   0.00979592      1.32428     0.848405    -0.109922      5.78651
    0.934199   0.00896602      1.33337     0.840406    -0.109756      5.84268
    0.940285   0.00816656      1.34367     0.831484    -0.109413      5.90656
    0.946093   0.00739817      1.35507     0.821696    -0.108909      5.97769
     0.95162   0.00666186      1.36693     0.810807     -0.10835      6.05216
    0.961858   0.00528489      1.38007     0.797958    -0.107728      6.13557
    0.971168   0.00401781      1.39545      0.78289    -0.106836      6.23431
    0.979529   0.00286746       1.4113     0.765984    -0.105451      6.33842
    0.987085   0.00181761      1.42446     0.746647     -0.10284      6.43035
    0.993899  0.000862226       1.4361     0.725214   -0.0918078      6.52211
      1.0014  6.04128e-07      1.45171     0.714214  0.000196676      6.64262
    0.994129  -0.00229329      1.44332     0.725701    0.0869688      6.56746
    0.987311  -0.00329283      1.42851     0.747261     0.100914      6.45561
     0.97976  -0.00439562      1.41515     0.766422     0.104889      6.36225
    0.971356  -0.00561047      1.40078     0.782639     0.106572      6.26731
    0.962102  -0.00693342      1.38736     0.796395     0.107533      6.18072
    0.957089  -0.00764353      1.37495       0.8081     0.108355      6.10193
    0.951817  -0.00838564      1.36309     0.818507     0.109155      6.02737
    0.946302  -0.00915679      1.35226     0.827953     0.109776      5.95968
    0.940521  -0.00995935      1.34232      0.83655     0.110169      5.89785
    0.934453   -0.0107957      1.33323     0.844411     0.110346      5.84158
    0.928076   -0.0116679      1.32509     0.851569     0.110346       5.7913
     0.92139    -0.012575      1.31797     0.858005     0.110195      5.74744
    0.914413   -0.0135137      1.31188     0.863702     0.109908      5.71007
    0.907124   -0.0144859      1.30679     0.868677     0.109492      5.67884
    0.899498   -0.0154926      1.30258     0.872985     0.108959       5.6531
    0.891511   -0.0165266      1.29909     0.876725     0.108314      5.63179
    0.883197   -0.0175927      1.29617     0.880012     0.107561      5.61392
    0.874548   -0.0186909      1.29369     0.882937     0.106715      5.59883
     0.86553   -0.0198242      1.29158     0.885564     0.105794      5.58595
    0.856128    -0.020993      1.28975     0.887948     0.104806       5.5748
    0.846387   -0.0221906      1.28812     0.890133     0.103758      5.56492
    0.836276   -0.0234194      1.28663     0.892165     0.102654      5.55586
    0.825765   -0.0246815      1.28522     0.894083     0.101497      5.54729
    0.814906    -0.025969      1.28384     0.895914     0.100292      5.53896
    0.803672   -0.0272836      1.28246     0.897682    0.0990422      5.53063
    0.792042   -0.0286132      1.28105       0.8994     0.097746      5.52219
    0.780071    -0.029957      1.27962     0.901075     0.096406      5.51359
    0.767714   -0.0313237      1.27815     0.902703    0.0950216      5.50477
    0.755009   -0.0327073      1.27663     0.904279    0.0935851      5.49572
    0.741958   -0.0341056      1.27507     0.905796    0.0920935      5.48647
    0.728551   -0.0355179      1.27349     0.907243    0.0905429      5.47711
    0.714835   -0.0369371       1.2719     0.908603    0.0889298      5.46781
    0.700782   -0.0383641      1.27035     0.909861    0.0872534      5.45873
    0.686447   -0.0397729      1.26885     0.911006    0.0855099      5.45001
    0.671808   -0.0411807      1.26739     0.912042    0.0836923      5.44165
    0.656922   -0.0425801      1.26598     0.912993    0.0817933      5.43362
    0.641773   -0.0439704      1.26461     0.913897    0.0798076      5.42593
    0.626415    -0.045344      1.26328     0.914799    0.0777309      5.41858
    0.610842   -0.0466988        1.262     0.915751    0.0755581      5.41163
    0.595104   -0.0480235      1.26079     0.916799    0.0732861      5.40524
    0.579205   -0.0493101      1.25969     0.917982    0.0709095      5.39963
    0.563187   -0.0505616      1.25872     0.919331    0.0684186      5.39497
    0.547069   -0.0517737       1.2579     0.920874    0.0658037      5.39141
    0.530882   -0.0529412      1.25727     0.922635    0.0630534      5.38909
    0.514656   -0.0540593      1.25683     0.924622    0.0601563      5.38816
    0.498418   -0.0551226      1.25661     0.926832    0.0570996      5.38877
    0.482197   -0.0561227      1.25663     0.929245    0.0538701      5.39106
    0.466025   -0.0570594      1.25692     0.931825    0.0504553      5.39519
    0.449923   -0.0579289      1.25748     0.934523    0.0468444      5.40127
     0.43393   -0.0587268      1.25835     0.937278    0.0430273      5.40941
    0.418062   -0.0594502       1.2595      0.94002    0.0389965       5.4196
    0.402358   -0.0600954      1.26093     0.942681    0.0347464      5.43178
    0.386828   -0.0606505      1.26263     0.945193    0.0302714      5.44585
    0.371513    -0.061121      1.26456     0.947494    0.0255683      5.46169
     0.35642    -0.061507      1.26671     0.949528    0.0206353      5.47916
    0.341587   -0.0618069      1.26903     0.951247    0.0154726      5.49802
    0.327015   -0.0620204      1.27149     0.952617    0.0100777      5.51806
    0.312746   -0.0621465      1.27407     0.953612    0.0044522      5.53916
    0.298766   -0.0621854      1.27676     0.954204  -0.00139764      5.56132
    0.285128    -0.062132       1.2796     0.954356  -0.00746684      5.58473
    0.271803   -0.0619935      1.28263     0.954027   -0.0137484      5.60961
    0.258838   -0.0617719      1.28588     0.953177    -0.020235      5.63625
    0.246225   -0.0614689      1.28941      0.95177   -0.0269132      5.66488
    0.233963   -0.0610864      1.29325      0.94978   -0.0337698      5.69574
    0.222095   -0.0606285      1.29742     0.947191   -0.0407904      5.72892
    0.210581   -0.0600963      1.30191     0.944013   -0.0479652      5.76428
     0.19944    -0.059494      1.30667     0.940276   -0.0552983      5.80154
      0.1887    -0.058838      1.31168     0.936028   -0.0627814      5.84044
    0.178325   -0.0581179       1.3169     0.931318   -0.0704101       5.8807
    0.168316   -0.0573375      1.32231     0.926186   -0.0781997      5.92218
    0.158689   -0.0565017      1.32796     0.920659   -0.0861509      5.96521
    0.149451   -0.0556156      1.33396     0.914734   -0.0942393      6.01044
    0.140571   -0.0546803       1.3404     0.908399     -0.10245      6.05834
    0.132041   -0.0536991      1.34729      0.90165     -0.11079      6.10902
    0.123867   -0.0526767      1.35465     0.894483    -0.119265      6.16257
    0.116044   -0.0516171      1.36249     0.886891    -0.127877      6.21913
    0.108569   -0.0505242      1.37088     0.878849    -0.136593      6.27922
    0.101432   -0.0494011       1.3799     0.870326    -0.145324      6.34333
   0.0946332   -0.0481823      1.38948     0.861239    -0.154077      6.41123
   0.0881527   -0.0469146      1.39954     0.851542    -0.162937      6.48248
   0.0819778   -0.0456255      1.41007     0.841258    -0.171908      6.55702
   0.0761027   -0.0443184      1.42107     0.830401    -0.180977      6.63483
   0.0705179   -0.0429956      1.43251     0.818967    -0.190156      6.71565
   0.0652151   -0.0416596      1.44435     0.806956    -0.199473      6.79924
   0.0601843   -0.0403121      1.45662     0.794355     -0.20893      6.88585
   0.0554156   -0.0389549      1.46944     0.781115    -0.218501      6.97612
   0.0509001   -0.0375896      1.48288      0.76715    -0.228148      7.07071
   0.0466273   -0.0362171      1.49699     0.752359    -0.237847      7.16988
    0.042587   -0.0348381      1.51173      0.73665    -0.247594      7.27355
   0.0387704   -0.0334532      1.52708      0.71993     -0.25739      7.38155
   0.0351764    -0.032066      1.54312     0.702051    -0.267168      7.49462
   0.0317973   -0.0306776      1.56018     0.682766     -0.27675      7.61515
   0.0286253   -0.0292889      1.57867     0.662037    -0.285926      7.74632
    0.025651   -0.0278997      1.59825     0.639655    -0.294712       7.8863
   0.0228653   -0.0265095      1.61889     0.615574    -0.303109      8.03488
   0.0202554   -0.0251152      1.64098     0.589717     -0.31084      8.19476
   0.0178113   -0.0237137      1.66451     0.561904    -0.317681      8.36608
   0.0155383   -0.0223101      1.68924     0.532041    -0.323358      8.54738
   0.0134419   -0.0209121       1.7149     0.500211    -0.327649      8.73694
   0.0115116   -0.0195174      1.74147     0.466461    -0.330241      8.93476
  0.00973556   -0.0181215      1.76876     0.430763     -0.33101      9.13931
   0.0081031   -0.0167178      1.79683     0.393083    -0.329704      9.35098
   0.0066153   -0.0153079       1.8259     0.353277    -0.326179        9.571
  0.00528875   -0.0139127      1.86014     0.310371    -0.319086      9.82974
   0.0041015   -0.0125165      1.91388     0.259334    -0.303431      10.2342
   0.0021608  -0.00976154      1.97648     0.196751    -0.273985      10.7087
 0.000770689  -0.00708761      2.02822     0.132248    -0.225976      11.1036
-0.000123603  -0.00452511      2.06439     0.080037    -0.159694      11.3794
-0.000582446  -0.00215245      2.07964    0.0470639   -0.0828839      11.4943
     -0.0007 -1.47074e-08      2.08198    0.0359098  -0.00131934        11.51
-0.000582493   0.00215323      2.07891    0.0464991    0.0800544      11.4836
-0.000123862   0.00452725      2.06344    0.0790804     0.156439      11.3612
 0.000766658   0.00708031      2.02874      0.13185     0.223186      11.0898
  0.00216737   0.00977298       1.9771     0.197706     0.273555      10.6905
  0.00409561    0.0125114      1.91338     0.261847     0.305439      10.2061
  0.00529628    0.0139232      1.85969     0.313965     0.321936      9.80234
  0.00663089    0.0153241      1.82512     0.357179     0.329423      9.54208
  0.00810028    0.0167153      1.79632     0.396692     0.332891      9.32548
  0.00972382    0.0181129      1.76931     0.434189     0.333766      9.12313
   0.0115116    0.0195191      1.74265     0.469927     0.332622      8.92468
   0.0134592    0.0209253      1.71646     0.503686     0.329616      8.73124
   0.0155623    0.0223259      1.69118     0.535281     0.325023      8.54593
   0.0178188    0.0237181      1.66721     0.564664     0.319049      8.37138
   0.0202437    0.0251091       1.6447     0.592018     0.311922      8.20843
   0.0228561    0.0265056      1.62356     0.617516     0.303859      8.05612
   0.0256561     0.027903      1.60365     0.641313     0.295143      7.91324
   0.0286454    0.0292987      1.58482     0.663549     0.286013      7.77859
   0.0318273    0.0306907       1.5671     0.684499     0.276692      7.65249
   0.0352077    0.0320786      1.55045     0.704001     0.267193      7.53461
   0.0387937    0.0334618      1.53478     0.722128     0.257499      7.42388
   0.0425941    0.0348404      1.51958     0.739227     0.247841      7.31671
    0.046624     0.036216      1.50462     0.755467     0.238303      7.21133
   0.0508931    0.0375875      1.48994     0.770905      0.22885       7.1081
   0.0554084    0.0389529      1.47564     0.785531     0.219461      7.00775
   0.0601779    0.0403105      1.46186     0.799323     0.210108      6.91128
   0.0652101    0.0416584      1.44872     0.812275     0.200781      6.81937
   0.0705143    0.0429948      1.43629     0.824401      0.19148      6.73238
   0.0760996    0.0443178      1.42457      0.83576     0.182213      6.65037
   0.0819759    0.0456251      1.41353     0.846437     0.173008      6.57287
   0.0881531    0.0469145      1.40306     0.856517     0.163904      6.49913
   0.0946421    0.0481838      1.39303     0.866037     0.154938      6.42839
    0.101458    0.0494051      1.38337     0.874981     0.146117      6.36033
     0.10861    0.0505301      1.37416     0.883367     0.137348      6.29541
    0.116089    0.0516232      1.36555     0.891242     0.128598      6.23429
    0.123903    0.0526813      1.35751     0.898618     0.119942      6.17686
    0.132063    0.0537015      1.35002     0.905516     0.111408      6.12283
     0.14058    0.0546809      1.34307      0.91195     0.102995      6.07209
     0.14947     0.055617      1.33663     0.917931    0.0947048      6.02455
    0.158736    0.0565056      1.33068     0.923468    0.0865442      5.98006
    0.168356    0.0573403      1.32517     0.928579     0.078524      5.93824
    0.178344    0.0581188         1.32     0.933284    0.0706568      5.89855
    0.188722    0.0588387      1.31511     0.937599    0.0629483      5.86057
     0.19949    0.0594961      1.31045     0.941532    0.0554011      5.82408
    0.210613     0.060097      1.30601      0.94507    0.0480221      5.78899
    0.222117    0.0606283      1.30178     0.948182    0.0408167      5.75534
    0.234015    0.0610869      1.29778     0.950834    0.0337843      5.72328
    0.246257    0.0614683      1.29404        0.953    0.0269242      5.69302
    0.258874    0.0617709      1.29056     0.954665    0.0202444      5.66467
     0.27185    0.0619923      1.28735     0.955827    0.0137561      5.63823
    0.285156      0.06213      1.28439     0.956493   0.00746515      5.61369
    0.298818     0.062183      1.28167     0.956678   0.00138159      5.59098
    0.312779    0.0621433      1.27917     0.956407  -0.00448907      5.56994
    0.327065     0.062016      1.27687      0.95571   -0.0101397      5.55042
    0.341626    0.0618018      1.27473     0.954609   -0.0155605      5.53228
    0.356469    0.0615006      1.27275     0.953129   -0.0207481      5.51546
    0.371553    0.0611139      1.27094     0.951297   -0.0257019      5.49996
    0.386876    0.0606422       1.2693     0.949148   -0.0304225      5.48585
    0.402398    0.0600861      1.26783     0.946736    -0.034913      5.47315
     0.41811    0.0594371      1.26655     0.944123   -0.0391787      5.46186
    0.433971    0.0587107      1.26544     0.941386   -0.0432237      5.45192
    0.449969    0.0579092      1.26449     0.938604   -0.0470543      5.44327
    0.466065    0.0570369      1.26371     0.935848   -0.0506776      5.43588
    0.482241     0.056097      1.26308     0.933184   -0.0541048      5.42969
     0.49846    0.0550942       1.2626     0.930666   -0.0573472      5.42463
    0.514698    0.0540336      1.26226     0.928332   -0.0604157      5.42067
    0.530924    0.0529189      1.26206     0.926201   -0.0633225      5.41776
     0.54711    0.0517547        1.262     0.924274   -0.0660786      5.41587
    0.563225    0.0505459      1.26207     0.922536   -0.0686953      5.41502
    0.579247    0.0492971       1.2623      0.92096   -0.0711842      5.41523
    0.595139    0.0480139      1.26268     0.919518   -0.0735544      5.41651
    0.610885    0.0466898       1.2632     0.918178   -0.0758132      5.41878
    0.626445    0.0453367      1.26385     0.916906   -0.0779669      5.42193
    0.641817    0.0439626      1.26462     0.915665   -0.0800237      5.42593
    0.656949    0.0425744      1.26551      0.91443   -0.0819905      5.43073
    0.671851     0.041174      1.26649     0.913186   -0.0838706      5.43617
     0.68647    0.0397686      1.26754     0.911915   -0.0856672      5.44206
    0.700824    0.0383583      1.26863     0.910595   -0.0873865      5.44832
    0.714855    0.0369338      1.26978     0.909209   -0.0890369      5.45497
    0.728591    0.0355126      1.27098     0.907754   -0.0906241      5.46199
    0.741978    0.0341026      1.27222     0.906238   -0.0921524      5.46926
     0.75504    0.0327031      1.27347     0.904672   -0.0936244      5.47667
    0.767747    0.0313194      1.27472     0.903067   -0.0950408      5.48413
    0.780086    0.0299547      1.27596     0.901426   -0.0964047      5.49149
    0.792082    0.0286082      1.27718     0.899739   -0.0977174      5.49881
    0.803681    0.0272822      1.27841     0.897989   -0.0989824       5.5062
