x y rho u v p
0.135375 0.082015 1.400000 0.850000 -0.000000 6.250000
0.884023 -0.047889 1.400000 0.850000 0.000000 6.250000
0.134387 -0.081915 1.400000 0.850000 -0.000000 6.250000
0.882337 0.049332 1.400000 0.850000 0.000000 6.250000
-0.043018 0.013868 1.400000 0.850000 0.000000 6.250000
-0.052050 0.010007 1.400000 0.850000 -0.000000 6.250000
-0.041572 0.023138 1.400000 0.850000 -0.000000 6.250000
0.027936 0.054617 1.400000 0.850000 -0.000000 6.250000
-0.039281 0.032849 1.400000 0.850000 -0.000000 6.250000
-0.051106 0.019744 1.400000 0.850000 0.000000 6.250000
-0.024190 0.042411 1.400000 0.850000 -0.000000 6.250000
-0.008679 0.049506 1.400000 0.850000 0.000000 6.250000
-0.018725 0.050207 1.400000 0.850000 -0.000000 6.250000
0.030178 -0.054531 1.400000 0.850000 -0.000000 6.250000
-0.016429 -0.044868 1.400000 0.850000 -0.000000 6.250000
0.971653 -0.028946 1.400000 0.850000 0.000000 6.250000
-0.036491 -0.018180 1.400000 0.850000 0.000000 6.250000
0.145693 -0.082412 1.400000 0.850000 -0.000000 6.250000
0.146395 0.082338 1.400000 0.850000 -0.000000 6.250000
0.875472 -0.051119 1.400000 0.850000 -0.000000 6.250000
0.873880 0.048474 1.400000 0.850000 0.000000 6.250000
-0.024763 -0.034724 1.400000 0.850000 -0.000000 6.250000
-0.034950 0.042538 1.400000 0.850000 -0.000000 6.250000
-0.052253 0.000581 1.400000 0.850000 -0.000000 6.250000
-0.013503 0.058464 1.400000 0.850000 -0.000000 6.250000
-0.028725 0.051140 1.400000 0.850000 0.000000 6.250000
-0.040139 0.052751 1.400000 0.850000 0.000000 6.250000
-0.022710 0.057754 1.400000 0.850000 -0.000000 6.250000
0.865757 0.051507 1.400000 0.850000 0.000000 6.250000
-0.046307 -0.023048 1.400000 0.850000 -0.000000 6.250000
-0.051775 -0.007556 1.400000 0.850000 0.000000 6.250000
-0.008339 -0.053071 1.400000 0.850000 0.000000 6.250000
0.866015 -0.051358 1.400000 0.850000 -0.000000 6.250000
0.038688 0.062106 1.400000 0.850000 0.000000 6.250000
0.039211 -0.060177 1.400000 0.850000 -0.000000 6.250000
-0.056809 -0.016336 1.400000 0.850000 -0.000000 6.250000
-0.036394 -0.028492 1.400000 0.850000 -0.000000 6.250000
-0.049641 0.029789 1.400000 0.850000 -0.000000 6.250000
-0.060915 0.015692 1.400000 0.850000 -0.000000 6.250000
-0.061380 0.005272 1.400000 0.850000 -0.000000 6.250000
0.012445 0.056618 1.400000 0.850000 0.000000 6.250000
0.857170 -0.055214 1.400000 0.850000 -0.000000 6.250000
0.156672 0.089772 1.400000 0.850000 0.000000 6.250000
0.856741 0.052246 1.400000 0.850000 -0.000000 6.250000
0.155639 -0.090282 1.400000 0.850000 -0.000000 6.250000
-0.048488 0.041905 1.400000 0.850000 -0.000000 6.250000
-0.031618 0.061141 1.400000 0.850000 0.000000 6.250000
-0.060507 -0.005154 1.400000 0.850000 -0.000000 6.250000
-0.071438 0.010977 1.400000 0.850000 -0.000000 6.250000
-0.071386 -0.000566 1.400000 0.850000 -0.000000 6.250000
-0.070173 0.022169 1.400000 0.850000 -0.000000 6.250000
-0.059571 0.025922 1.400000 0.850000 -0.000000 6.250000
0.957891 0.033894 1.400000 0.850000 0.000000 6.250000
-0.057927 0.035139 1.400000 0.850000 -0.000000 6.250000
0.020648 -0.058471 1.400000 0.850000 -0.000000 6.250000
0.948606 0.039053 1.400000 0.850000 0.000000 6.250000
-0.069740 -0.012446 1.400000 0.850000 -0.000000 6.250000
-0.082525 -0.007573 1.400000 0.850000 -0.000000 6.250000
-0.020005 -0.056003 1.400000 0.850000 0.000000 6.250000
0.169312 0.093139 1.400000 0.850000 0.000000 6.250000
0.845285 -0.057433 1.400000 0.850000 0.000000 6.250000
0.168577 -0.093932 1.400000 0.850000 -0.000000 6.250000
0.847917 0.056268 1.400000 0.850000 -0.000000 6.250000
0.940878 -0.041402 1.400000 0.850000 0.000000 6.250000
0.000756 -0.060612 1.400000 0.850000 0.000000 6.250000
0.938433 0.041243 1.400000 0.850000 0.000000 6.250000
0.945862 0.051588 1.400000 0.850000 0.000000 6.250000
0.961821 -0.036991 1.400000 0.850000 0.000000 6.250000
-0.067853 0.032960 1.400000 0.850000 -0.000000 6.250000
-0.020970 0.067789 1.400000 0.850000 -0.000000 6.250000
-0.007882 0.067659 1.400000 0.850000 -0.000000 6.250000
-0.001991 0.057835 1.400000 0.850000 0.000000 6.250000
0.949908 -0.037501 1.400000 0.850000 0.000000 6.250000
0.928286 -0.042662 1.400000 0.850000 0.000000 6.250000
0.930891 0.052041 1.400000 0.850000 0.000000 6.250000
0.958832 0.046541 1.400000 0.850000 -0.000000 6.250000
0.180004 -0.093043 1.400000 0.850000 -0.000000 6.250000
0.929911 0.040323 1.400000 0.850000 0.000000 6.250000
0.180285 0.092478 1.400000 0.850000 -0.000000 6.250000
0.048657 -0.064246 1.400000 0.850000 0.000000 6.250000
0.915236 -0.045285 1.400000 0.850000 0.000000 6.250000
0.920191 0.042159 1.400000 0.850000 0.000000 6.250000
0.051065 0.066767 1.400000 0.850000 -0.000000 6.250000
0.835742 0.058586 1.400000 0.850000 0.000000 6.250000
0.835108 -0.057121 1.400000 0.850000 0.000000 6.250000
-0.046066 -0.032793 1.400000 0.850000 -0.000000 6.250000
-0.057034 -0.029635 1.400000 0.850000 -0.000000 6.250000
0.985478 0.029247 1.400000 0.850000 0.000000 6.250000
0.975844 0.030680 1.400000 0.850000 0.000000 6.250000
0.983003 -0.028653 1.400000 0.850000 -0.000000 6.250000
0.190316 -0.095679 1.400000 0.850000 0.000000 6.250000
0.190465 0.095173 1.400000 0.850000 -0.000000 6.250000
0.824838 -0.061407 1.400000 0.850000 -0.000000 6.250000
0.825057 0.058416 1.400000 0.850000 0.000000 6.250000
-0.011463 -0.064347 1.400000 0.850000 0.000000 6.250000
-0.028611 -0.047553 1.400000 0.850000 0.000000 6.250000
-0.038164 -0.039647 1.400000 0.850000 0.000000 6.250000
-0.013414 0.077940 1.400000 0.850000 -0.000000 6.250000
0.003947 0.066942 1.400000 0.850000 -0.000000 6.250000
-0.001359 0.076962 1.400000 0.850000 -0.000000 6.250000
0.996842 0.025884 1.400000 0.850000 0.000000 6.250000
-0.006614 0.087921 1.400000 0.850000 0.000000 6.250000
-0.019515 0.088548 1.400000 0.850000 0.000000 6.250000
0.005684 0.086102 1.400000 0.850000 -0.000000 6.250000
0.010077 0.075200 1.400000 0.850000 0.000000 6.250000
0.995106 -0.025822 1.400000 0.850000 0.000000 6.250000
1.007212 -0.020757 1.400000 0.850000 0.000000 6.250000
1.008398 0.020548 1.400000 0.850000 0.000000 6.250000
0.023343 0.070602 1.400000 0.850000 0.000000 6.250000
-0.083051 0.005403 1.400000 0.850000 0.000000 6.250000
0.201959 0.095245 1.400000 0.850000 -0.000000 6.250000
0.027620 -0.066038 1.400000 0.850000 0.000000 6.250000
0.201907 -0.095515 1.400000 0.850000 0.000000 6.250000
0.012726 -0.068307 1.400000 0.850000 -0.000000 6.250000
-0.079494 0.029600 1.400000 0.850000 -0.000000 6.250000
0.810766 -0.063645 1.400000 0.850000 -0.000000 6.250000
-0.082018 0.017811 1.400000 0.850000 -0.000000 6.250000
0.814275 0.063288 1.400000 0.850000 -0.000000 6.250000
-0.053373 0.055138 1.400000 0.850000 -0.000000 6.250000
-0.080198 -0.021486 1.400000 0.850000 -0.000000 6.250000
-0.052656 -0.043259 1.400000 0.850000 0.000000 6.250000
-0.043758 0.064608 1.400000 0.850000 -0.000000 6.250000
-0.040718 -0.051159 1.400000 0.850000 0.000000 6.250000
-0.031745 -0.058935 1.400000 0.850000 0.000000 6.250000
-0.067362 -0.023717 1.400000 0.850000 -0.000000 6.250000
0.061745 0.068518 1.400000 0.850000 -0.000000 6.250000
0.214888 0.101405 1.400000 0.850000 0.000000 6.250000
0.214889 -0.101567 1.400000 0.850000 0.000000 6.250000
-0.002235 -0.073034 1.400000 0.850000 -0.000000 6.250000
-0.023528 -0.067168 1.400000 0.850000 0.000000 6.250000
-0.034996 -0.069651 1.400000 0.850000 0.000000 6.250000
-0.015424 -0.076011 1.400000 0.850000 0.000000 6.250000
-0.027631 -0.078020 1.400000 0.850000 0.000000 6.250000
-0.007047 -0.085698 1.400000 0.850000 -0.000000 6.250000
-0.039407 -0.080025 1.400000 0.850000 -0.000000 6.250000
-0.031882 -0.087611 1.400000 0.850000 0.000000 6.250000
-0.045043 -0.071708 1.400000 0.850000 -0.000000 6.250000
-0.042798 -0.062140 1.400000 0.850000 0.000000 6.250000
-0.020626 -0.087651 1.400000 0.850000 0.000000 6.250000
0.952645 -0.049627 1.400000 0.850000 -0.000000 6.250000
0.990571 -0.038071 1.400000 0.850000 -0.000000 6.250000
-0.064217 0.045095 1.400000 0.850000 -0.000000 6.250000
0.969021 0.038288 1.400000 0.850000 -0.000000 6.250000
-0.095920 -0.001033 1.400000 0.850000 0.000000 6.250000
-0.075951 0.039804 1.400000 0.850000 -0.000000 6.250000
-0.092900 0.025956 1.400000 0.850000 -0.000000 6.250000
-0.088305 0.038872 1.400000 0.850000 -0.000000 6.250000
-0.095326 0.012706 1.400000 0.850000 0.000000 6.250000
0.040197 0.076618 1.400000 0.850000 0.000000 6.250000
-0.073318 -0.038832 1.400000 0.850000 0.000000 6.250000
0.039323 -0.072820 1.400000 0.850000 -0.000000 6.250000
0.798935 -0.075849 1.400000 0.850000 0.000000 6.250000
0.792307 0.076620 1.400000 0.850000 -0.000000 6.250000
-0.024265 0.078763 1.400000 0.850000 0.000000 6.250000
0.016419 0.083213 1.400000 0.850000 0.000000 6.250000
0.014352 0.095118 1.400000 0.850000 -0.000000 6.250000
0.012441 0.067348 1.400000 0.850000 -0.000000 6.250000
-0.050588 -0.055557 1.400000 0.850000 0.000000 6.250000
-0.053954 -0.065995 1.400000 0.850000 0.000000 6.250000
-0.109790 0.006750 1.400000 0.850000 -0.000000 6.250000
0.055980 0.081177 1.400000 0.850000 -0.000000 6.250000
0.056629 -0.075699 1.400000 0.850000 -0.000000 6.250000
0.902150 0.058738 1.400000 0.850000 -0.000000 6.250000
0.905300 -0.057103 1.400000 0.850000 -0.000000 6.250000
0.973663 0.054113 1.400000 0.850000 -0.000000 6.250000
1.019163 -0.012884 1.400000 0.850000 -0.000000 6.250000
1.019848 0.012548 1.400000 0.850000 -0.000000 6.250000
-0.054248 -0.080863 1.400000 0.850000 -0.000000 6.250000
0.981520 0.040487 1.400000 0.850000 -0.000000 6.250000
0.994555 0.038387 1.400000 0.850000 -0.000000 6.250000
-0.042784 -0.092392 1.400000 0.850000 -0.000000 6.250000
0.230834 0.110618 1.400000 0.850000 -0.000000 6.250000
0.779508 0.078756 1.400000 0.850000 0.000000 6.250000
0.230883 -0.110700 1.400000 0.850000 -0.000000 6.250000
-0.095185 -0.015443 1.400000 0.850000 -0.000000 6.250000
0.781459 -0.078881 1.400000 0.850000 0.000000 6.250000
-0.057715 0.068232 1.400000 0.850000 -0.000000 6.250000
-0.012744 -0.098478 1.400000 0.850000 0.000000 6.250000
0.001155 0.098198 1.400000 0.850000 -0.000000 6.250000
0.916164 0.055453 1.400000 0.850000 -0.000000 6.250000
0.976590 -0.039035 1.400000 0.850000 0.000000 6.250000
-0.033485 0.072777 1.400000 0.850000 -0.000000 6.250000
0.886984 -0.060071 1.400000 0.850000 0.000000 6.250000
-0.034092 0.086764 1.400000 0.850000 -0.000000 6.250000
-0.012396 0.099798 1.400000 0.850000 0.000000 6.250000
0.887912 0.060421 1.400000 0.850000 -0.000000 6.250000
0.869342 -0.063809 1.400000 0.850000 -0.000000 6.250000
0.023793 -0.081528 1.400000 0.850000 0.000000 6.250000
1.004722 -0.034449 1.400000 0.850000 0.000000 6.250000
-0.063061 -0.055401 1.400000 0.850000 -0.000000 6.250000
0.070737 0.075041 1.400000 0.850000 -0.000000 6.250000
-0.108510 0.021289 1.400000 0.850000 -0.000000 6.250000
-0.109901 -0.008130 1.400000 0.850000 0.000000 6.250000
0.247103 -0.113366 1.400000 0.850000 0.000000 6.250000
0.246936 0.113287 1.400000 0.850000 -0.000000 6.250000
0.768437 -0.078431 1.400000 0.850000 0.000000 6.250000
0.767501 0.078309 1.400000 0.850000 0.000000 6.250000
0.922448 -0.056808 1.400000 0.850000 0.000000 6.250000
0.010001 0.108898 1.400000 0.850000 -0.000000 6.250000
-0.004266 0.111384 1.400000 0.850000 0.000000 6.250000
0.024148 0.105270 1.400000 0.850000 0.000000 6.250000
0.028629 0.089013 1.400000 0.850000 0.000000 6.250000
0.897016 0.073179 1.400000 0.850000 -0.000000 6.250000
0.877972 0.074498 1.400000 0.850000 0.000000 6.250000
0.912637 0.069538 1.400000 0.850000 0.000000 6.250000
0.874799 0.058014 1.400000 0.850000 0.000000 6.250000
-0.029005 -0.099978 1.400000 0.850000 -0.000000 6.250000
0.001724 -0.095816 1.400000 0.850000 0.000000 6.250000
0.860995 0.063672 1.400000 0.850000 -0.000000 6.250000
1.007651 0.034011 1.400000 0.850000 -0.000000 6.250000
-0.026533 0.100127 1.400000 0.850000 0.000000 6.250000
0.990480 0.052082 1.400000 0.850000 -0.000000 6.250000
-0.103956 0.035423 1.400000 0.850000 0.000000 6.250000
0.072134 -0.074662 1.400000 0.850000 0.000000 6.250000
-0.097655 0.049956 1.400000 0.850000 -0.000000 6.250000
-0.080061 0.052477 1.400000 0.850000 0.000000 6.250000
-0.111876 0.045201 1.400000 0.850000 0.000000 6.250000
0.262456 -0.114470 1.400000 0.850000 -0.000000 6.250000
0.756819 -0.082915 1.400000 0.850000 -0.000000 6.250000
0.262033 0.114489 1.400000 0.850000 -0.000000 6.250000
0.755878 0.082768 1.400000 0.850000 0.000000 6.250000
0.108953 -0.091124 1.400000 0.850000 0.000000 6.250000
0.095068 -0.086726 1.400000 0.850000 -0.000000 6.250000
0.125066 -0.091717 1.400000 0.850000 -0.000000 6.250000
0.111093 0.091730 1.400000 0.850000 0.000000 6.250000
0.127293 0.092243 1.400000 0.850000 0.000000 6.250000
0.096882 0.087577 1.400000 0.850000 0.000000 6.250000
1.018909 -0.028195 1.400000 0.850000 0.000000 6.250000
1.020837 0.027493 1.400000 0.850000 -0.000000 6.250000
0.937537 -0.054308 1.400000 0.850000 0.000000 6.250000
0.957875 0.062097 1.400000 0.850000 -0.000000 6.250000
0.007135 -0.082936 1.400000 0.850000 0.000000 6.250000
0.940466 0.068289 1.400000 0.850000 0.000000 6.250000
0.014034 -0.092839 1.400000 0.850000 0.000000 6.250000
0.011959 -0.105126 1.400000 0.850000 0.000000 6.250000
-0.093391 -0.031074 1.400000 0.850000 -0.000000 6.250000
0.143793 0.093536 1.400000 0.850000 0.000000 6.250000
0.141689 -0.093584 1.400000 0.850000 -0.000000 6.250000
0.043554 0.089921 1.400000 0.850000 0.000000 6.250000
0.040205 -0.088803 1.400000 0.850000 0.000000 6.250000
-0.066077 0.058215 1.400000 0.850000 0.000000 6.250000
-0.046382 0.077589 1.400000 0.850000 -0.000000 6.250000
0.276707 0.115146 1.400000 0.850000 0.000000 6.250000
0.740578 0.085249 1.400000 0.850000 0.000000 6.250000
0.277446 -0.114808 1.400000 0.850000 0.000000 6.250000
-0.018846 0.112654 1.400000 0.850000 -0.000000 6.250000
0.741564 -0.085462 1.400000 0.850000 0.000000 6.250000
0.968526 -0.050352 1.400000 0.850000 0.000000 6.250000
1.005288 0.048530 1.400000 0.850000 -0.000000 6.250000
-0.058080 -0.098326 1.400000 0.850000 0.000000 6.250000
1.000004 -0.049356 1.400000 0.850000 0.000000 6.250000
0.292080 -0.114455 1.400000 0.850000 0.000000 6.250000
-0.033618 0.112921 1.400000 0.850000 0.000000 6.250000
-0.041013 0.100119 1.400000 0.850000 0.000000 6.250000
-0.025994 0.126293 1.400000 0.850000 -0.000000 6.250000
0.728356 -0.084866 1.400000 0.850000 0.000000 6.250000
0.291164 0.115481 1.400000 0.850000 0.000000 6.250000
0.727472 0.084572 1.400000 0.850000 0.000000 6.250000
-0.109441 -0.023486 1.400000 0.850000 -0.000000 6.250000
-0.010538 0.125461 1.400000 0.850000 -0.000000 6.250000
0.853415 -0.068798 1.400000 0.850000 -0.000000 6.250000
0.083349 0.081623 1.400000 0.850000 -0.000000 6.250000
1.019947 0.043196 1.400000 0.850000 -0.000000 6.250000
1.016393 -0.044560 1.400000 0.850000 0.000000 6.250000
0.305518 0.115803 1.400000 0.850000 0.000000 6.250000
0.714862 0.089136 1.400000 0.850000 -0.000000 6.250000
0.305940 -0.113651 1.400000 0.850000 0.000000 6.250000
1.033279 -0.019425 1.400000 0.850000 -0.000000 6.250000
1.034376 0.018669 1.400000 0.850000 -0.000000 6.250000
0.716139 -0.089776 1.400000 0.850000 0.000000 6.250000
0.983868 -0.051088 1.400000 0.850000 0.000000 6.250000
0.974827 -0.064159 1.400000 0.850000 0.000000 6.250000
-0.002796 -0.109460 1.400000 0.850000 0.000000 6.250000
0.971602 0.072075 1.400000 0.850000 -0.000000 6.250000
0.836872 -0.070308 1.400000 0.850000 0.000000 6.250000
-0.018585 -0.112056 1.400000 0.850000 -0.000000 6.250000
-0.109093 -0.039467 1.400000 0.850000 -0.000000 6.250000
-0.047749 0.089438 1.400000 0.850000 -0.000000 6.250000
-0.055755 0.099015 1.400000 0.850000 0.000000 6.250000
-0.061723 0.083708 1.400000 0.850000 -0.000000 6.250000
-0.071460 0.096970 1.400000 0.850000 0.000000 6.250000
-0.048614 0.112474 1.400000 0.850000 0.000000 6.250000
0.844879 0.070016 1.400000 0.850000 -0.000000 6.250000
0.004805 0.123350 1.400000 0.850000 -0.000000 6.250000
-0.064195 0.111391 1.400000 0.850000 0.000000 6.250000
-0.078070 0.084584 1.400000 0.850000 0.000000 6.250000
0.319353 -0.113888 1.400000 0.850000 -0.000000 6.250000
0.700000 -0.092963 1.400000 0.850000 -0.000000 6.250000
0.319977 0.116130 1.400000 0.850000 -0.000000 6.250000
0.019663 0.120086 1.400000 0.850000 -0.000000 6.250000
0.038411 0.102252 1.400000 0.850000 0.000000 6.250000
0.054615 0.100416 1.400000 0.850000 0.000000 6.250000
0.045765 0.112553 1.400000 0.850000 -0.000000 6.250000
0.033780 0.116209 1.400000 0.850000 -0.000000 6.250000
0.698529 0.091630 1.400000 0.850000 -0.000000 6.250000
-0.075175 0.070122 1.400000 0.850000 0.000000 6.250000
0.025758 -0.098406 1.400000 0.850000 0.000000 6.250000
0.009625 -0.120602 1.400000 0.850000 -0.000000 6.250000
1.031581 -0.000262 1.400000 0.850000 -0.000000 6.250000
0.158021 0.104137 1.400000 0.850000 0.000000 6.250000
0.992564 -0.065501 1.400000 0.850000 0.000000 6.250000
0.961327 -0.061044 1.400000 0.850000 -0.000000 6.250000
0.155474 -0.106311 1.400000 0.850000 -0.000000 6.250000
0.828053 0.070389 1.400000 0.850000 0.000000 6.250000
0.178338 0.105172 1.400000 0.850000 -0.000000 6.250000
0.177890 -0.106708 1.400000 0.850000 -0.000000 6.250000
0.334636 0.116270 1.400000 0.850000 0.000000 6.250000
-0.093251 0.065259 1.400000 0.850000 -0.000000 6.250000
0.333607 -0.115205 1.400000 0.850000 -0.000000 6.250000
0.682431 0.091888 1.400000 0.850000 -0.000000 6.250000
1.017444 0.059598 1.400000 0.850000 -0.000000 6.250000
0.683268 -0.094248 1.400000 0.850000 -0.000000 6.250000
-0.040980 0.125899 1.400000 0.850000 0.000000 6.250000
-0.034202 0.140470 1.400000 0.850000 0.000000 6.250000
-0.056347 0.125521 1.400000 0.850000 0.000000 6.250000
-0.047305 0.137750 1.400000 0.850000 0.000000 6.250000
-0.018010 0.140406 1.400000 0.850000 -0.000000 6.250000
1.001564 0.063857 1.400000 0.850000 -0.000000 6.250000
0.349044 -0.116055 1.400000 0.850000 -0.000000 6.250000
0.082514 -0.080556 1.400000 0.850000 -0.000000 6.250000
-0.001137 0.138741 1.400000 0.850000 0.000000 6.250000
0.669352 -0.092690 1.400000 0.850000 -0.000000 6.250000
0.349558 0.116463 1.400000 0.850000 -0.000000 6.250000
1.032560 -0.037231 1.400000 0.850000 0.000000 6.250000
1.034792 0.036000 1.400000 0.850000 0.000000 6.250000
0.669418 0.090328 1.400000 0.850000 -0.000000 6.250000
0.864428 -0.081599 1.400000 0.850000 0.000000 6.250000
-0.093364 -0.047868 1.400000 0.850000 0.000000 6.250000
-0.072420 -0.087269 1.400000 0.850000 -0.000000 6.250000
0.819123 -0.077429 1.400000 0.850000 0.000000 6.250000
-0.068254 -0.070502 1.400000 0.850000 0.000000 6.250000
-0.079894 -0.058468 1.400000 0.850000 0.000000 6.250000
-0.008557 -0.124388 1.400000 0.850000 -0.000000 6.250000
0.054803 -0.095425 1.400000 0.850000 0.000000 6.250000
0.932520 -0.069556 1.400000 0.850000 0.000000 6.250000
0.948503 -0.065501 1.400000 0.850000 -0.000000 6.250000
0.915922 -0.071639 1.400000 0.850000 0.000000 6.250000
0.962116 -0.075406 1.400000 0.850000 0.000000 6.250000
0.364870 0.116711 1.400000 0.850000 -0.000000 6.250000
0.364954 -0.116038 1.400000 0.850000 -0.000000 6.250000
0.657006 0.094785 1.400000 0.850000 0.000000 6.250000
0.023659 -0.113207 1.400000 0.850000 -0.000000 6.250000
0.003697 -0.137989 1.400000 0.850000 -0.000000 6.250000
0.655837 -0.097103 1.400000 0.850000 -0.000000 6.250000
0.832937 -0.085493 1.400000 0.850000 0.000000 6.250000
0.014932 0.135575 1.400000 0.850000 -0.000000 6.250000
0.009658 0.152441 1.400000 0.850000 0.000000 6.250000
0.030205 0.131211 1.400000 0.850000 -0.000000 6.250000
0.026280 0.147639 1.400000 0.850000 -0.000000 6.250000
0.044461 0.125800 1.400000 0.850000 -0.000000 6.250000
0.042061 0.141916 1.400000 0.850000 -0.000000 6.250000
0.057595 0.117950 1.400000 0.850000 0.000000 6.250000
0.057373 0.134831 1.400000 0.850000 -0.000000 6.250000
0.197341 0.107618 1.400000 0.850000 -0.000000 6.250000
0.925163 0.064923 1.400000 0.850000 0.000000 6.250000
0.925635 0.079012 1.400000 0.850000 0.000000 6.250000
0.197359 -0.108301 1.400000 0.850000 0.000000 6.250000
0.899336 -0.074380 1.400000 0.850000 0.000000 6.250000
1.030250 -0.055777 1.400000 0.850000 0.000000 6.250000
-0.032217 -0.113972 1.400000 0.850000 0.000000 6.250000
0.380418 -0.115231 1.400000 0.850000 0.000000 6.250000
0.638737 -0.099014 1.400000 0.850000 0.000000 6.250000
0.380506 0.116728 1.400000 0.850000 -0.000000 6.250000
0.069067 -0.087769 1.400000 0.850000 0.000000 6.250000
1.033635 0.053573 1.400000 0.850000 0.000000 6.250000
0.070059 0.090745 1.400000 0.850000 -0.000000 6.250000
0.882026 -0.078201 1.400000 0.850000 0.000000 6.250000
0.640785 0.098341 1.400000 0.850000 0.000000 6.250000
-0.086173 -0.075198 1.400000 0.850000 0.000000 6.250000
-0.075304 -0.105082 1.400000 0.850000 0.000000 6.250000
-0.109269 -0.056326 1.400000 0.850000 -0.000000 6.250000
0.041158 -0.108426 1.400000 0.850000 -0.000000 6.250000
0.944927 -0.082810 1.400000 0.850000 0.000000 6.250000
0.986179 0.066982 1.400000 0.850000 -0.000000 6.250000
0.956715 0.079692 1.400000 0.850000 -0.000000 6.250000
0.396288 0.116513 1.400000 0.850000 0.000000 6.250000
-0.007820 0.155261 1.400000 0.850000 -0.000000 6.250000
0.395429 -0.115100 1.400000 0.850000 0.000000 6.250000
0.623347 0.099968 1.400000 0.850000 -0.000000 6.250000
0.624246 -0.097657 1.400000 0.850000 0.000000 6.250000
0.909709 0.085584 1.400000 0.850000 0.000000 6.250000
0.891785 0.089978 1.400000 0.850000 0.000000 6.250000
0.138982 0.110439 1.400000 0.850000 0.000000 6.250000
1.048634 -0.028385 1.400000 0.850000 -0.000000 6.250000
1.050011 0.027337 1.400000 0.850000 0.000000 6.250000
0.133876 -0.108636 1.400000 0.850000 0.000000 6.250000
0.072388 0.125810 1.400000 0.850000 -0.000000 6.250000
0.411111 -0.115679 1.400000 0.850000 0.000000 6.250000
0.610845 -0.102391 1.400000 0.850000 -0.000000 6.250000
0.412177 0.116178 1.400000 0.850000 0.000000 6.250000
0.810799 0.083813 1.400000 0.850000 -0.000000 6.250000
0.608625 0.098633 1.400000 0.850000 0.000000 6.250000
1.013268 0.076588 1.400000 0.850000 -0.000000 6.250000
1.011744 -0.062555 1.400000 0.850000 0.000000 6.250000
1.006509 -0.169280 1.400000 0.850000 -0.000000 6.250000
-0.044157 -0.107619 1.400000 0.850000 -0.000000 6.250000
0.987085 -0.169173 1.400000 0.850000 0.000000 6.250000
0.987347 0.168922 1.400000 0.850000 -0.000000 6.250000
1.006820 0.169325 1.400000 0.850000 -0.000000 6.250000
-0.036662 -0.140571 1.400000 0.850000 -0.000000 6.250000
-0.006087 -0.155386 1.400000 0.850000 -0.000000 6.250000
0.980491 -0.081479 1.400000 0.850000 0.000000 6.250000
-0.089520 0.078369 1.400000 0.850000 -0.000000 6.250000
0.428248 0.115773 1.400000 0.850000 0.000000 6.250000
0.427538 -0.115645 1.400000 0.850000 0.000000 6.250000
0.595066 0.103183 1.400000 0.850000 -0.000000 6.250000
0.593982 -0.105319 1.400000 0.850000 0.000000 6.250000
-0.026065 -0.125907 1.400000 0.850000 -0.000000 6.250000
0.030016 -0.133090 1.400000 0.850000 0.000000 6.250000
0.859007 0.082937 1.400000 0.850000 -0.000000 6.250000
0.444524 0.115247 1.400000 0.850000 -0.000000 6.250000
0.444031 -0.115165 1.400000 0.850000 0.000000 6.250000
0.577014 -0.107255 1.400000 0.850000 -0.000000 6.250000
0.577958 0.106019 1.400000 0.850000 0.000000 6.250000
0.460944 0.114547 1.400000 0.850000 0.000000 6.250000
0.560772 0.107866 1.400000 0.850000 0.000000 6.250000
0.460455 -0.114546 1.400000 0.850000 -0.000000 6.250000
0.560186 -0.108791 1.400000 0.850000 0.000000 6.250000
-0.095434 -0.063179 1.400000 0.850000 -0.000000 6.250000
-0.059643 -0.116813 1.400000 0.850000 0.000000 6.250000
1.030883 0.071879 1.400000 0.850000 0.000000 6.250000
0.022098 0.165578 1.400000 0.850000 0.000000 6.250000
0.038666 0.159100 1.400000 0.850000 -0.000000 6.250000
0.477438 0.113686 1.400000 0.850000 -0.000000 6.250000
0.543837 0.109263 1.400000 0.850000 -0.000000 6.250000
0.476904 -0.113906 1.400000 0.850000 -0.000000 6.250000
0.543439 -0.110122 1.400000 0.850000 0.000000 6.250000
0.792320 -0.092164 1.400000 0.850000 0.000000 6.250000
-0.017048 -0.140101 1.400000 0.850000 0.000000 6.250000
0.789991 0.091133 1.400000 0.850000 0.000000 6.250000
0.493967 0.112693 1.400000 0.850000 -0.000000 6.250000
0.081796 -0.095976 1.400000 0.850000 -0.000000 6.250000
0.527115 0.110472 1.400000 0.850000 -0.000000 6.250000
0.084748 0.097889 1.400000 0.850000 -0.000000 6.250000
0.510517 0.111610 1.400000 0.850000 -0.000000 6.250000
0.493446 -0.113186 1.400000 0.850000 -0.000000 6.250000
0.526734 -0.111295 1.400000 0.850000 0.000000 6.250000
0.510067 -0.112319 1.400000 0.850000 0.000000 6.250000
1.047758 -0.047310 1.400000 0.850000 0.000000 6.250000
-0.043221 -0.124254 1.400000 0.850000 0.000000 6.250000
0.100306 0.103735 1.400000 0.850000 0.000000 6.250000
0.096819 -0.102802 1.400000 0.850000 -0.000000 6.250000
0.055373 0.152826 1.400000 0.850000 0.000000 6.250000
0.117786 0.107885 1.400000 0.850000 -0.000000 6.250000
0.114446 -0.107143 1.400000 0.850000 -0.000000 6.250000
0.066697 -0.103810 1.400000 0.850000 0.000000 6.250000
0.055291 -0.107496 1.400000 0.850000 0.000000 6.250000
