x y rho u v p
0.770895 0.057517 1.400000 0.850000 -0.000000 6.250000
0.783268 0.055849 1.400000 0.850000 -0.000000 6.250000
0.795301 0.054205 1.400000 0.850000 -0.000000 6.250000
0.806928 0.052516 1.400000 0.850000 -0.000000 6.250000
0.818188 0.050744 1.400000 0.850000 0.000000 6.250000
0.829067 0.049009 1.400000 0.850000 0.000000 6.250000
0.839539 0.047318 1.400000 0.850000 0.000000 6.250000
0.849659 0.045663 1.400000 0.850000 -0.000000 6.250000
0.859405 0.044051 1.400000 0.850000 -0.000000 6.250000
0.868757 0.042486 1.400000 0.850000 -0.000000 6.250000
0.877768 0.040961 1.400000 0.850000 0.000000 6.250000
0.886437 0.039479 1.400000 0.850000 0.000000 6.250000
0.894746 0.038044 1.400000 0.850000 0.000000 6.250000
0.902693 0.036649 1.400000 0.850000 0.000000 6.250000
0.955461 0.026200 1.400000 0.850000 0.000000 6.250000
0.966313 0.023883 1.400000 0.850000 0.000000 6.250000
0.976857 0.021436 1.400000 0.850000 0.000000 6.250000
0.987215 0.018550 1.400000 0.850000 0.000000 6.250000
0.997727 0.014527 1.400000 0.850000 0.000000 6.250000
1.007469 0.008808 1.400000 0.850000 -0.000000 6.250000
0.796647 -0.063780 1.400000 0.850000 0.000000 6.250000
0.784616 -0.065532 1.400000 0.850000 0.000000 6.250000
0.772200 -0.067315 1.400000 0.850000 0.000000 6.250000
0.759440 -0.069122 1.400000 0.850000 0.000000 6.250000
0.746332 -0.070951 1.400000 0.850000 -0.000000 6.250000
0.732864 -0.072802 1.400000 0.850000 0.000000 6.250000
0.719078 -0.074666 1.400000 0.850000 0.000000 6.250000
0.704947 -0.076545 1.400000 0.850000 -0.000000 6.250000
0.690508 -0.078203 1.400000 0.850000 -0.000000 6.250000
0.675759 -0.079821 1.400000 0.850000 -0.000000 6.250000
0.660763 -0.081432 1.400000 0.850000 -0.000000 6.250000
0.645503 -0.083035 1.400000 0.850000 -0.000000 6.250000
0.630032 -0.084622 1.400000 0.850000 0.000000 6.250000
0.614341 -0.086191 1.400000 0.850000 -0.000000 6.250000
0.598476 -0.087689 1.400000 0.850000 -0.000000 6.250000
0.582435 -0.089005 1.400000 0.850000 0.000000 6.250000
0.566273 -0.090285 1.400000 0.850000 -0.000000 6.250000
0.550011 -0.091525 1.400000 0.850000 -0.000000 6.250000
0.533678 -0.092719 1.400000 0.850000 0.000000 6.250000
0.517301 -0.093863 1.400000 0.850000 0.000000 6.250000
0.500907 -0.094948 1.400000 0.850000 -0.000000 6.250000
0.484518 -0.095901 1.400000 0.850000 0.000000 6.250000
0.468171 -0.096789 1.400000 0.850000 0.000000 6.250000
0.451887 -0.097609 1.400000 0.850000 0.000000 6.250000
0.435701 -0.098357 1.400000 0.850000 0.000000 6.250000
0.419628 -0.099029 1.400000 0.850000 0.000000 6.250000
0.403710 -0.099623 1.400000 0.850000 0.000000 6.250000
0.387954 -0.099996 1.400000 0.850000 0.000000 6.250000
0.372408 -0.100255 1.400000 0.850000 0.000000 6.250000
0.357080 -0.100431 1.400000 0.850000 0.000000 6.250000
0.342008 -0.100523 1.400000 0.850000 0.000000 6.250000
0.327192 -0.100530 1.400000 0.850000 0.000000 6.250000
0.312674 -0.100452 1.400000 0.850000 0.000000 6.250000
0.298439 -0.100278 1.400000 0.850000 0.000000 6.250000
0.284545 -0.099908 1.400000 0.850000 -0.000000 6.250000
0.270963 -0.099460 1.400000 0.850000 -0.000000 6.250000
0.257745 -0.098935 1.400000 0.850000 -0.000000 6.250000
0.244882 -0.098335 1.400000 0.850000 -0.000000 6.250000
0.232374 -0.097664 1.400000 0.850000 -0.000000 6.250000
0.232432 0.097641 1.400000 0.850000 -0.000000 6.250000
0.244920 0.098307 1.400000 0.850000 -0.000000 6.250000
0.257788 0.098902 1.400000 0.850000 -0.000000 6.250000
0.271019 0.099424 1.400000 0.850000 -0.000000 6.250000
0.284582 0.099867 1.400000 0.850000 0.000000 6.250000
0.298503 0.100233 1.400000 0.850000 0.000000 6.250000
0.312720 0.100393 1.400000 0.850000 -0.000000 6.250000
0.327258 0.100456 1.400000 0.850000 -0.000000 6.250000
0.342064 0.100434 1.400000 0.850000 -0.000000 6.250000
0.357149 0.100327 1.400000 0.850000 0.000000 6.250000
0.372473 0.100136 1.400000 0.850000 -0.000000 6.250000
0.388031 0.099861 1.400000 0.850000 0.000000 6.250000
0.403782 0.099463 1.400000 0.850000 0.000000 6.250000
0.419708 0.098805 1.400000 0.850000 0.000000 6.250000
0.435769 0.098069 1.400000 0.850000 0.000000 6.250000
0.451952 0.097258 1.400000 0.850000 -0.000000 6.250000
0.468218 0.096378 1.400000 0.850000 -0.000000 6.250000
0.484549 0.095431 1.400000 0.850000 -0.000000 6.250000
0.500915 0.094423 1.400000 0.850000 -0.000000 6.250000
0.517296 0.093405 1.400000 0.850000 -0.000000 6.250000
0.533664 0.092331 1.400000 0.850000 -0.000000 6.250000
0.549991 0.091204 1.400000 0.850000 0.000000 6.250000
0.566252 0.090030 1.400000 0.850000 0.000000 6.250000
0.582422 0.088811 1.400000 0.850000 -0.000000 6.250000
0.598463 0.087555 1.400000 0.850000 -0.000000 6.250000
0.614344 0.086081 1.400000 0.850000 -0.000000 6.250000
0.630029 0.084527 1.400000 0.850000 -0.000000 6.250000
0.645520 0.082953 1.400000 0.850000 0.000000 6.250000
0.660768 0.081364 1.400000 0.850000 -0.000000 6.250000
0.675784 0.079764 1.400000 0.850000 -0.000000 6.250000
0.690517 0.078159 1.400000 0.850000 0.000000 6.250000
0.704978 0.076508 1.400000 0.850000 0.000000 6.250000
0.719088 0.074636 1.400000 0.850000 0.000000 6.250000
0.732895 0.072772 1.400000 0.850000 0.000000 6.250000
0.746345 0.070928 1.400000 0.850000 0.000000 6.250000
0.759466 0.069100 1.400000 0.850000 0.000000 6.250000
0.772229 0.067295 1.400000 0.850000 -0.000000 6.250000
0.784627 0.065517 1.400000 0.850000 -0.000000 6.250000
0.796684 0.063764 1.400000 0.850000 -0.000000 6.250000
-20.000000 -20.000000 1.400000 0.850000 0.000000 6.250000
-15.900000 -20.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 -20.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 -20.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 -20.000000 1.400000 0.850000 0.000000 6.250000
0.500000 -20.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -20.000000 1.400000 0.850000 0.000000 6.250000
8.700000 -20.000000 1.400000 0.850000 0.000000 6.250000
12.800000 -20.000000 1.400000 0.850000 0.000000 6.250000
16.900000 -20.000000 1.400000 0.850000 0.000000 6.250000
21.000000 -20.000000 1.400000 0.850000 0.000000 6.250000
-20.000000 -16.000000 1.400000 0.850000 0.000000 6.250000
-15.900000 -16.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 -16.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 -16.000000 1.400000 0.850000 -0.000000 6.250000
-3.600000 -16.000000 1.400000 0.850000 -0.000000 6.250000
0.500000 -16.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -16.000000 1.400000 0.850000 0.000000 6.250000
8.700000 -16.000000 1.400000 0.850000 0.000000 6.250000
12.800000 -16.000000 1.400000 0.850000 0.000000 6.250000
16.900000 -16.000000 1.400000 0.850000 0.000000 6.250000
21.000000 -16.000000 1.400000 0.850000 0.000000 6.250000
-20.000000 -12.000000 1.400000 0.850000 0.000000 6.250000
-15.900000 -12.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 -12.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 -12.000000 1.400000 0.850000 -0.000000 6.250000
-3.600000 -12.000000 1.400000 0.850000 -0.000000 6.250000
0.500000 -12.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -12.000000 1.400000 0.850000 0.000000 6.250000
8.700000 -12.000000 1.400000 0.850000 0.000000 6.250000
12.800000 -12.000000 1.400000 0.850000 0.000000 6.250000
16.900000 -12.000000 1.400000 0.850000 0.000000 6.250000
21.000000 -12.000000 1.400000 0.850000 0.000000 6.250000
-20.000000 -8.000000 1.400000 0.850000 0.000000 6.250000
-15.900000 -8.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 -8.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 -8.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 -8.000000 1.400000 0.850000 -0.000000 6.250000
0.500000 -8.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -8.000000 1.400000 0.850000 0.000000 6.250000
8.700000 -8.000000 1.400000 0.850000 0.000000 6.250000
12.800000 -8.000000 1.400000 0.850000 0.000000 6.250000
16.900000 -8.000000 1.400000 0.850000 0.000000 6.250000
21.000000 -8.000000 1.400000 0.850000 0.000000 6.250000
-20.000000 -4.000000 1.400000 0.850000 0.000000 6.250000
-15.900000 -4.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 -4.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 -4.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 -4.000000 1.400000 0.850000 0.000000 6.250000
0.500000 -4.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -4.000000 1.400000 0.850000 0.000000 6.250000
8.700000 -4.000000 1.400000 0.850000 0.000000 6.250000
12.800000 -4.000000 1.400000 0.850000 0.000000 6.250000
16.900000 -4.000000 1.400000 0.850000 0.000000 6.250000
21.000000 -4.000000 1.400000 0.850000 0.000000 6.250000
-20.000000 0.000000 1.400000 0.850000 0.000000 6.250000
-15.900000 0.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 0.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 0.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 0.000000 1.400000 0.850000 0.000000 6.250000
4.600000 0.000000 1.400000 0.850000 0.000000 6.250000
8.700000 0.000000 1.400000 0.850000 0.000000 6.250000
12.800000 0.000000 1.400000 0.850000 0.000000 6.250000
16.900000 0.000000 1.400000 0.850000 0.000000 6.250000
21.000000 0.000000 1.400000 0.850000 0.000000 6.250000
-20.000000 4.000000 1.400000 0.850000 0.000000 6.250000
-15.900000 4.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 4.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 4.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 4.000000 1.400000 0.850000 0.000000 6.250000
0.500000 4.000000 1.400000 0.850000 0.000000 6.250000
4.600000 4.000000 1.400000 0.850000 0.000000 6.250000
8.700000 4.000000 1.400000 0.850000 0.000000 6.250000
12.800000 4.000000 1.400000 0.850000 0.000000 6.250000
16.900000 4.000000 1.400000 0.850000 0.000000 6.250000
21.000000 4.000000 1.400000 0.850000 0.000000 6.250000
-20.000000 8.000000 1.400000 0.850000 0.000000 6.250000
-15.900000 8.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 8.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 8.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 8.000000 1.400000 0.850000 0.000000 6.250000
0.500000 8.000000 1.400000 0.850000 0.000000 6.250000
4.600000 8.000000 1.400000 0.850000 0.000000 6.250000
8.700000 8.000000 1.400000 0.850000 0.000000 6.250000
12.800000 8.000000 1.400000 0.850000 0.000000 6.250000
16.900000 8.000000 1.400000 0.850000 0.000000 6.250000
21.000000 8.000000 1.400000 0.850000 0.000000 6.250000
-20.000000 12.000000 1.400000 0.850000 0.000000 6.250000
-15.900000 12.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 12.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 12.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 12.000000 1.400000 0.850000 0.000000 6.250000
0.500000 12.000000 1.400000 0.850000 0.000000 6.250000
4.600000 12.000000 1.400000 0.850000 0.000000 6.250000
8.700000 12.000000 1.400000 0.850000 0.000000 6.250000
12.800000 12.000000 1.400000 0.850000 0.000000 6.250000
16.900000 12.000000 1.400000 0.850000 0.000000 6.250000
21.000000 12.000000 1.400000 0.850000 0.000000 6.250000
-20.000000 16.000000 1.400000 0.850000 0.000000 6.250000
-15.900000 16.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 16.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 16.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 16.000000 1.400000 0.850000 0.000000 6.250000
0.500000 16.000000 1.400000 0.850000 0.000000 6.250000
4.600000 16.000000 1.400000 0.850000 0.000000 6.250000
8.700000 16.000000 1.400000 0.850000 0.000000 6.250000
12.800000 16.000000 1.400000 0.850000 0.000000 6.250000
16.900000 16.000000 1.400000 0.850000 0.000000 6.250000
21.000000 16.000000 1.400000 0.850000 0.000000 6.250000
-20.000000 20.000000 1.400000 0.850000 0.000000 6.250000
-15.900000 20.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 20.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 20.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 20.000000 1.400000 0.850000 0.000000 6.250000
0.500000 20.000000 1.400000 0.850000 0.000000 6.250000
4.600000 20.000000 1.400000 0.850000 0.000000 6.250000
8.700000 20.000000 1.400000 0.850000 0.000000 6.250000
12.800000 20.000000 1.400000 0.850000 0.000000 6.250000
16.900000 20.000000 1.400000 0.850000 0.000000 6.250000
21.000000 20.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 -12.000000 1.400000 0.850000 -0.000000 6.250000
-5.650000 -8.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 -10.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 -10.000000 1.400000 0.850000 -0.000000 6.250000
-5.650000 -10.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -12.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -8.000000 1.400000 0.850000 -0.000000 6.250000
0.500000 -10.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -10.000000 1.400000 0.850000 -0.000000 6.250000
2.550000 -12.000000 1.400000 0.850000 0.000000 6.250000
2.550000 -8.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -10.000000 1.400000 0.850000 0.000000 6.250000
2.550000 -10.000000 1.400000 0.850000 0.000000 6.250000
6.650000 -12.000000 1.400000 0.850000 0.000000 6.250000
6.650000 -8.000000 1.400000 0.850000 0.000000 6.250000
8.700000 -10.000000 1.400000 0.850000 0.000000 6.250000
6.650000 -10.000000 1.400000 0.850000 0.000000 6.250000
-9.750000 -8.000000 1.400000 0.850000 0.000000 6.250000
-9.750000 -4.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 -6.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 -6.000000 1.400000 0.850000 0.000000 6.250000
-9.750000 -6.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 -4.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 -6.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 -6.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -4.000000 1.400000 0.850000 0.000000 6.250000
0.500000 -6.000000 1.400000 0.850000 -0.000000 6.250000
-1.550000 -6.000000 1.400000 0.850000 -0.000000 6.250000
2.550000 -4.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -6.000000 1.400000 0.850000 0.000000 6.250000
2.550000 -6.000000 1.400000 0.850000 0.000000 6.250000
6.650000 -4.000000 1.400000 0.850000 0.000000 6.250000
8.700000 -6.000000 1.400000 0.850000 0.000000 6.250000
6.650000 -6.000000 1.400000 0.850000 0.000000 6.250000
10.750000 -8.000000 1.400000 0.850000 0.000000 6.250000
10.750000 -4.000000 1.400000 0.850000 0.000000 6.250000
12.800000 -6.000000 1.400000 0.850000 0.000000 6.250000
10.750000 -6.000000 1.400000 0.850000 0.000000 6.250000
-9.750000 0.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 -2.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 -2.000000 1.400000 0.850000 0.000000 6.250000
-9.750000 -2.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 0.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 -2.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 -2.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 0.000000 1.400000 0.850000 0.000000 6.250000
0.500000 -2.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -2.000000 1.400000 0.850000 0.000000 6.250000
2.550000 0.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -2.000000 1.400000 0.850000 0.000000 6.250000
2.550000 -2.000000 1.400000 0.850000 0.000000 6.250000
6.650000 0.000000 1.400000 0.850000 0.000000 6.250000
8.700000 -2.000000 1.400000 0.850000 0.000000 6.250000
6.650000 -2.000000 1.400000 0.850000 0.000000 6.250000
10.750000 0.000000 1.400000 0.850000 0.000000 6.250000
12.800000 -2.000000 1.400000 0.850000 0.000000 6.250000
10.750000 -2.000000 1.400000 0.850000 0.000000 6.250000
-9.750000 4.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 2.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 2.000000 1.400000 0.850000 0.000000 6.250000
-9.750000 2.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 4.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 2.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 2.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 4.000000 1.400000 0.850000 0.000000 6.250000
0.500000 2.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 2.000000 1.400000 0.850000 0.000000 6.250000
2.550000 4.000000 1.400000 0.850000 0.000000 6.250000
4.600000 2.000000 1.400000 0.850000 0.000000 6.250000
2.550000 2.000000 1.400000 0.850000 0.000000 6.250000
6.650000 4.000000 1.400000 0.850000 0.000000 6.250000
8.700000 2.000000 1.400000 0.850000 0.000000 6.250000
6.650000 2.000000 1.400000 0.850000 0.000000 6.250000
10.750000 4.000000 1.400000 0.850000 0.000000 6.250000
12.800000 2.000000 1.400000 0.850000 0.000000 6.250000
10.750000 2.000000 1.400000 0.850000 0.000000 6.250000
-9.750000 8.000000 1.400000 0.850000 0.000000 6.250000
-11.800000 6.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 6.000000 1.400000 0.850000 0.000000 6.250000
-9.750000 6.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 8.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 6.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 6.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 8.000000 1.400000 0.850000 0.000000 6.250000
0.500000 6.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 6.000000 1.400000 0.850000 0.000000 6.250000
2.550000 8.000000 1.400000 0.850000 0.000000 6.250000
4.600000 6.000000 1.400000 0.850000 0.000000 6.250000
2.550000 6.000000 1.400000 0.850000 0.000000 6.250000
6.650000 8.000000 1.400000 0.850000 0.000000 6.250000
8.700000 6.000000 1.400000 0.850000 0.000000 6.250000
6.650000 6.000000 1.400000 0.850000 0.000000 6.250000
10.750000 8.000000 1.400000 0.850000 0.000000 6.250000
12.800000 6.000000 1.400000 0.850000 0.000000 6.250000
10.750000 6.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 12.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 10.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 10.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 10.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 12.000000 1.400000 0.850000 0.000000 6.250000
0.500000 10.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 10.000000 1.400000 0.850000 0.000000 6.250000
2.550000 12.000000 1.400000 0.850000 0.000000 6.250000
4.600000 10.000000 1.400000 0.850000 0.000000 6.250000
2.550000 10.000000 1.400000 0.850000 0.000000 6.250000
6.650000 12.000000 1.400000 0.850000 0.000000 6.250000
8.700000 10.000000 1.400000 0.850000 0.000000 6.250000
6.650000 10.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 -6.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 -4.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 -5.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 -5.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 -5.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 -8.000000 1.400000 0.850000 -0.000000 6.250000
-2.575000 -6.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 -7.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -7.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 -7.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 -8.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 -6.000000 1.400000 0.850000 -0.000000 6.250000
0.500000 -7.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 -7.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 -4.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -5.000000 1.400000 0.850000 -0.000000 6.250000
-2.575000 -5.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 -4.000000 1.400000 0.850000 0.000000 6.250000
0.500000 -5.000000 1.400000 0.850000 -0.000000 6.250000
-0.525000 -5.000000 1.400000 0.850000 -0.000000 6.250000
1.525000 -8.000000 1.400000 0.850000 0.000000 6.250000
1.525000 -6.000000 1.400000 0.850000 0.000000 6.250000
2.550000 -7.000000 1.400000 0.850000 0.000000 6.250000
1.525000 -7.000000 1.400000 0.850000 0.000000 6.250000
3.575000 -8.000000 1.400000 0.850000 0.000000 6.250000
3.575000 -6.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -7.000000 1.400000 0.850000 0.000000 6.250000
3.575000 -7.000000 1.400000 0.850000 0.000000 6.250000
1.525000 -4.000000 1.400000 0.850000 0.000000 6.250000
2.550000 -5.000000 1.400000 0.850000 0.000000 6.250000
1.525000 -5.000000 1.400000 0.850000 0.000000 6.250000
3.575000 -4.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -5.000000 1.400000 0.850000 0.000000 6.250000
3.575000 -5.000000 1.400000 0.850000 0.000000 6.250000
5.625000 -6.000000 1.400000 0.850000 0.000000 6.250000
5.625000 -4.000000 1.400000 0.850000 0.000000 6.250000
6.650000 -5.000000 1.400000 0.850000 0.000000 6.250000
5.625000 -5.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 -2.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 -3.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 -3.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 -3.000000 1.400000 0.850000 0.000000 6.250000
-6.675000 -2.000000 1.400000 0.850000 0.000000 6.250000
-6.675000 0.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 -1.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 -1.000000 1.400000 0.850000 0.000000 6.250000
-6.675000 -1.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 0.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 -1.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 -1.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 -2.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -3.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 -3.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 -2.000000 1.400000 0.850000 0.000000 6.250000
0.500000 -3.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 -3.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 0.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -1.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 -1.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 0.000000 1.400000 0.850000 0.000000 6.250000
0.500000 -1.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 -1.000000 1.400000 0.850000 0.000000 6.250000
1.525000 -2.000000 1.400000 0.850000 0.000000 6.250000
2.550000 -3.000000 1.400000 0.850000 0.000000 6.250000
1.525000 -3.000000 1.400000 0.850000 0.000000 6.250000
3.575000 -2.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -3.000000 1.400000 0.850000 0.000000 6.250000
3.575000 -3.000000 1.400000 0.850000 0.000000 6.250000
1.525000 0.000000 1.400000 0.850000 0.000000 6.250000
2.550000 -1.000000 1.400000 0.850000 0.000000 6.250000
1.525000 -1.000000 1.400000 0.850000 0.000000 6.250000
3.575000 0.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -1.000000 1.400000 0.850000 0.000000 6.250000
3.575000 -1.000000 1.400000 0.850000 0.000000 6.250000
5.625000 -2.000000 1.400000 0.850000 0.000000 6.250000
6.650000 -3.000000 1.400000 0.850000 0.000000 6.250000
5.625000 -3.000000 1.400000 0.850000 0.000000 6.250000
5.625000 0.000000 1.400000 0.850000 0.000000 6.250000
6.650000 -1.000000 1.400000 0.850000 0.000000 6.250000
5.625000 -1.000000 1.400000 0.850000 0.000000 6.250000
7.675000 -2.000000 1.400000 0.850000 0.000000 6.250000
7.675000 0.000000 1.400000 0.850000 0.000000 6.250000
8.700000 -1.000000 1.400000 0.850000 0.000000 6.250000
7.675000 -1.000000 1.400000 0.850000 0.000000 6.250000
-6.675000 2.000000 1.400000 0.850000 0.000000 6.250000
-7.700000 1.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 1.000000 1.400000 0.850000 0.000000 6.250000
-6.675000 1.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 2.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 1.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 1.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 4.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 3.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 3.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 3.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 2.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 1.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 1.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 2.000000 1.400000 0.850000 0.000000 6.250000
0.500000 1.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 1.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 4.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 3.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 3.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 4.000000 1.400000 0.850000 -0.000000 6.250000
0.500000 3.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 3.000000 1.400000 0.850000 0.000000 6.250000
1.525000 2.000000 1.400000 0.850000 0.000000 6.250000
2.550000 1.000000 1.400000 0.850000 0.000000 6.250000
1.525000 1.000000 1.400000 0.850000 0.000000 6.250000
3.575000 2.000000 1.400000 0.850000 0.000000 6.250000
4.600000 1.000000 1.400000 0.850000 0.000000 6.250000
3.575000 1.000000 1.400000 0.850000 0.000000 6.250000
1.525000 4.000000 1.400000 0.850000 0.000000 6.250000
2.550000 3.000000 1.400000 0.850000 0.000000 6.250000
1.525000 3.000000 1.400000 0.850000 0.000000 6.250000
3.575000 4.000000 1.400000 0.850000 0.000000 6.250000
4.600000 3.000000 1.400000 0.850000 0.000000 6.250000
3.575000 3.000000 1.400000 0.850000 0.000000 6.250000
5.625000 2.000000 1.400000 0.850000 0.000000 6.250000
6.650000 1.000000 1.400000 0.850000 0.000000 6.250000
5.625000 1.000000 1.400000 0.850000 0.000000 6.250000
7.675000 2.000000 1.400000 0.850000 0.000000 6.250000
8.700000 1.000000 1.400000 0.850000 0.000000 6.250000
7.675000 1.000000 1.400000 0.850000 0.000000 6.250000
